episode,reward
343,4.152531627661532
344,3.5959479646551276
345,3.5959679456312887
346,3.5975359925264367
347,3.594945101799522
348,3.594068542574263
349,3.596086093508547
350,4.710959985098189
351,3.5957253050663915
352,2.9984892001318415
353,3.5954647328119216
354,4.793107583616209
355,2.6986215122342494
356,2.6149741417600536
357,3.2975146459614715
358,4.7949198797246995
359,3.5941720875042478
360,4.152399803826533
361,3.594780515416673
362,3.595846467897528
363,3.595565165171829
364,4.795932653995057
365,2.698892922197091
366,4.795299427543409
367,3.5962719383676593
368,2.614951045376137
369,5.3942702841048575
370,3.594886050109195
371,2.8738353082723243
372,4.195050003790248
373,4.152331424048108
374,5.396052684232589
375,4.710383210189331
376,3.5963966666680185
377,3.5940986712216656
378,3.5937395918884016
379,3.595856647017135
380,2.57413758890703
381,4.794979075646119
382,4.196597188150777
383,2.998252061932586
384,4.152552795594074
385,3.595799136958826
386,5.096318283945163
387,4.7946084519830565
388,4.795072381016664
389,3.595593257549867
390,3.596882217379127
391,4.794919810598087
392,3.595076622494952
393,2.698541616586474
394,3.5964110586558
395,3.5957267867384632
396,3.5947655535401486
397,4.152490567228046
398,3.5949691583914136
399,2.6985297590253854
